compound,smiles,valid_smiles,smiles_canonical,inchi_key
CPD0-888,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP([O-])(=O)O[C@H]1([C@@H]([C@@H](O)[C@@H](NC=O)CO1)O),True,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])O[C@@H]1OC[C@H](NC=O)[C@H](O)[C@H]1O,KDTATMYQJZYGGT-ATWSGAJISA-M
CPD-17709,C(C1(\O[C@H]([C@H]([C@H](\C=1)O)O)O[C@@H]2([C@@H](O[C@H]([C@H]([C@H]2O)O)O)C([O-])=O)))([O-])=O,True,O=C([O-])C1=C[C@H](O)[C@H](O)[C@H](O[C@H]2[C@H](O)[C@H](O)[C@H](O)O[C@H]2C(=O)[O-])O1,LLVVMXFNKAHVEZ-XSQSUDTOSA-L
CPD-17708,C(C1(\O[C@H]([C@H]([C@H](\C=1)O)O)O[C@@H]2([C@H](O[C@H]([C@H]([C@H]2O)O)O)C([O-])=O)))([O-])=O,True,O=C([O-])C1=C[C@H](O)[C@H](O)[C@H](O[C@H]2[C@H](O)[C@H](O)[C@H](O)O[C@@H]2C(=O)[O-])O1,LLVVMXFNKAHVEZ-RFLUTDSNSA-L
CPD-17705,C(C1(\OC([C@H]([C@H](\C=1)O)O)O))([O-])=O,True,O=C([O-])C1=C[C@H](O)[C@H](O)C(O)O1,IAKKJSVSFCTLRY-CXNXMFLNSA-M
4-FUMARYL-ACETOACETATE,C([O-])(=O)/C=C/C(=O)CC(=O)CC([O-])=O,True,O=C([O-])/C=C/C(=O)CC(=O)CC(=O)[O-],GACSIVHAIFQKTC-OWOJBTEDSA-L
CPD-592,C([O-])(=O)CCCNC(N)=[NH2+],True,NC(=[NH2+])NCCCC(=O)[O-],TUHVEAJXIMEOSA-UHFFFAOYSA-N
CPD-825,C(CCC=O)NC(N)=[NH2+],True,NC(=[NH2+])NCCCC=O,VCOFTLCIPLEZKE-UHFFFAOYSA-O
4-GUANIDO-BUTYRAMIDE,C(NC(N)=[NH2+])CCC(=O)N,True,NC(=[NH2+])NCCCC(N)=O,YHVFECVVGNXFKO-UHFFFAOYSA-O
CPD-10806,CCCCCC(O)/C=C/C=O,True,CCCCCC(O)/C=C/C=O,JVJFIQYAHPMBBX-FNORWQNLSA-N
CPD-11881,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(O)C1(\C=C(C(/O)=C\C=1)\OC))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-],True,COc1cc(C(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)([O-])[O-])ccc1O,SDNPOBCYTJKZSD-XWQDBIPASA-J
CPD-10598,CC(=O)C1(\C=C/C(/O)=C\C=1),True,CC(=O)c1ccc(O)cc1,TXFPEBPIARQUIG-UHFFFAOYSA-N
4-HYDROXYBENZALDEHYDE,C(C1(\C=C/C(/O)=C\C=1))=O,True,O=Cc1ccc(O)cc1,RGHHSNMVTDWUBI-UHFFFAOYSA-N
4-hydroxybenzoate,C(C1(\C=C/C(/O)=C\C=1))(=O)[O-],True,O=C([O-])c1ccc(O)cc1,FJKROLUGYXJWQN-UHFFFAOYSA-M
CPD-201,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(C1(\C=C/C(/O)=C\C=1))=O)COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-],True,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc(O)cc1,LTVXPVBFJBTNIJ-TYHXJLICSA-J
4-HYDROXY-BUTYRATE,C(CCC([O-])=O)O,True,O=C([O-])CCCO,SJZRECIVHVDYJC-UHFFFAOYSA-M
CPD-10457,CC1(/C(/[N+](=O)[O-])=C\C(\NO)=C/C(/[N+]([O-])=O)=1),True,Cc1c([N+](=O)[O-])cc(NO)cc1[N+](=O)[O-],HTTDEAQRSCMCQS-UHFFFAOYSA-N
CPD-20688,CC(O)CCC(=O)[O-],True,CC(O)CCC(=O)[O-],FMHKPLXYWVCLME-UHFFFAOYSA-M
CPD-20682,CC(O)CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CC(O)CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],WGYLKXICOWIRNH-XMWLYHNJSA-J
4-IMIDAZOLONE-5-PROPIONATE,C(CCC1(C(=O)\N=C/N1))([O-])=O,True,O=C([O-])CCC1NC=NC1=O,HEXMLHKQVUFYME-UHFFFAOYSA-M
4-MALEYL-ACETOACETATE,C([O-])(=O)\C=C/C(=O)CC(=O)CC([O-])=O,True,O=C([O-])/C=C\C(=O)CC(=O)CC(=O)[O-],GACSIVHAIFQKTC-UPHRSURJSA-L
2K-4CH3-PENTANOATE,CC(C)CC(C([O-])=O)=O,True,CC(C)CC(=O)C(=O)[O-],BKAJNAXTPSGJCU-UHFFFAOYSA-M
CPD-10826,CC(C(=O)CC(=O)[O-])CC(=O)[O-],True,CC(CC(=O)[O-])C(=O)CC(=O)[O-],HKHNBKNLBZMXIV-UHFFFAOYSA-L
CPD-10825,CC1(\CC(=O)OC(/CC([O-])=O)=1),True,CC1=C(CC(=O)[O-])OC(=O)C1,DAJDHKXIQYXYPH-UHFFFAOYSA-M
CPD-10832,CC(C(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])CC([O-])=O,True,CC(CC(=O)[O-])C(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],OWLTYHQJECVUBE-RXHYMOQPSA-I
CPD-21115,CC(O)CC(C)(S)C,True,CC(O)CC(C)(C)S,FDBQLLMYSACLPB-UHFFFAOYSA-N
CPD-21116,CC(=O)CC(C)(S)C,True,CC(=O)CC(C)(C)S,QRNZMFDCKKEPSX-UHFFFAOYSA-N
THZ-P,CC1(\N=C/SC(/CCOP([O-])(=O)[O-])=1),True,Cc1ncsc1CCOP(=O)([O-])[O-],OCYMERZCMYJQQO-UHFFFAOYSA-L
CPD-8773,CC1(\C=C/C(/C=O)=C\C=1),True,Cc1ccc(C=O)cc1,FXLOVSHXALFLKQ-UHFFFAOYSA-N
4-METHYLBENZYL-ALCOHOL,CC1(\C=C/C(/CO)=C\C=1),True,Cc1ccc(CO)cc1,KMTDMTZBNYGUNX-UHFFFAOYSA-N
CPD-18272,CC1(\C(\O)=C/C(/C(=O)[O-])=C(\C=1)/O),True,Cc1cc(O)c(C(=O)[O-])cc1O,FZLOTQMQISYYEK-UHFFFAOYSA-M
CPD-18023,CC(C)/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CC(C)/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],GJLUGLKKLPHWPU-SYLRIUJSSA-J
CPD-17493,CC(C)CCC([O-])=O,True,CC(C)CCC(=O)[O-],FGKJLKRYENPLQH-UHFFFAOYSA-M
CPD-17494,CC(C)CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CC(C)CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],GESPQCUXDWNNGU-HDRQGHTBSA-J
CPD-108,CC1(\C=C/C(/O)=C\C=1),True,Cc1ccc(O)cc1,IWDCLRJOBJJRNH-UHFFFAOYSA-N
CPD-18105,CC2(\C=C/C(/O[C@@H]1([C@H](O)[C@H](O)[C@@H](COP(=O)([O-])[O-])O1))=C\C=2),True,Cc1ccc(O[C@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)cc1,GMYKEMRLZZRUFT-KKOKHZNYSA-L
CPD-20828,CC%13(\C=C/C(/O[C@H]%12(O[C@H](COP([O-])(=O)[O-])[C@@H](OP([O-])(=O)O[C@H](C)CNC(=O)CC[C@@]1([C@@H](CC(N)=O)[C@@H]2([C@@]3(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C4(\C(/C)=C7([C@@](CC(=O)N)([C@H](CCC(N)=O)C8(\C=C5(C(C)(C)[C@H](CCC(N)=O)C6(\C(/C)=C1/N2[Co-2]([N+]\3=4)([N+]\5=6)([N+]7=8)C[C@@H]9([C@H]([C@@H](O)[C@@H](O9)N%10(\C=N/C%11(\C/%10=N/C=N\C(/N)=%11)))O)))))C)))))(C))[C@@H](O)%12))=C\C=%13),True,CC1=C2[N]3[C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@@H](Oc4ccc(C)cc4)O[C@@H]2COP(=O)([O-])[O-])[C@]2(C)[N+]4=C(C(C)=C5[N+]6=C(C=C7[N+](=C1[C@@H](CCC(N)=O)C7(C)C)[Co-2]364[CH2][C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)[C@@H](CCC(N)=O)[C@]5(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,ZBIGZOFOTYFABP-WQIXFEILSA-J
CPD-182,CC1(\C2(/C=C\C(\O)=C/C(/OC(\C=1)=O)=2)),True,Cc1cc(=O)oc2cc(O)ccc12,HSHNITRMYYLLCV-UHFFFAOYSA-N
CPD-11641,CC2(\C3(/C=C\C(\O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=C/C(/OC(=O)\C=2)=3)),True,Cc1cc(=O)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,YUDPTGPSBJVHCN-YMILTQATSA-N
4-NITROANILINE,C1(/C=C(\C=C/C(/[NH3+])=1)/[N+]([O-])=O),True,[NH3+]c1ccc([N+](=O)[O-])cc1,TYMLOMAKGOJONV-UHFFFAOYSA-O
CPD-703,C(=O)C1(\C=C/C(/[N+]([O-])=O)=C\C=1),True,O=Cc1ccc([N+](=O)[O-])cc1,BXRFQSNOROATLV-UHFFFAOYSA-N
CPD-702,C(O)C1(\C=C/C(/[N+]([O-])=O)=C\C=1),True,O=[N+]([O-])c1ccc(CO)cc1,JKTYGPATCNUWKN-UHFFFAOYSA-N
CPD-158,C1(\C(\[N+]([O-])=O)=C/C(/O)=C(\C=1)/O),True,O=[N+]([O-])c1ccc(O)c(O)c1,XJNPNXSISMKQEX-UHFFFAOYSA-N
CPD-21754,C1(/C=C(C(/OS(=O)(=O)[O-])=C\C(\[N+]([O-])=O)=1)/O),True,O=[N+]([O-])c1ccc(O)c(OS(=O)(=O)[O-])c1,XMCCOOONGGUOLA-UHFFFAOYSA-M
P-NITROPHENOL,C1(/C=C(\C=C/C(/[N+](=O)[O-])=1)/[O-]),True,O=[N+]([O-])c1ccc([O-])cc1,BTJIUGUIPKRLHP-UHFFFAOYSA-M
CPD0-2413,CCCC(=O)OC1(\C=C/C(/[N+]([O-])=O)=C\C=1),True,CCCC(=O)Oc1ccc([N+](=O)[O-])cc1,DVDUMIQZEUTAGK-UHFFFAOYSA-N
CPD-21488,CCCCCCCCCCCCCCCC(=O)OC1(\C=C/C(/[N+](=O)[O-])=C\C=1),True,CCCCCCCCCCCCCCCC(=O)Oc1ccc([N+](=O)[O-])cc1,LVZSQWIWCANHPF-UHFFFAOYSA-N
CPD-10453,CC1(/C(/[N+](=O)[O-])=C\C(\N=O)=C/C(/[N+]([O-])=O)=1),True,Cc1c([N+](=O)[O-])cc(N=O)cc1[N+](=O)[O-],CNEZUBNNRCSZMT-UHFFFAOYSA-N
CPD-16942,CC(=O)CCC(=O)[O-],True,CC(=O)CCC(=O)[O-],JOOXCMJARBKPKM-UHFFFAOYSA-M
CPD-20681,CC(=O)CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CC(=O)CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],UUFOEMCHDIGFDX-ZMHDXICWSA-J
CPD-22510,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCC1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@H]2(O[C@H]([C@@H]([C@@H]2OP([O-])(=O)[O-])O)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-],True,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCc1ccccc1,NWMFUNHMPFMPTN-HSJNEKGZSA-J
CPD-22514,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCC1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@H]2(O[C@H]([C@@H]([C@@H]2OP([O-])(=O)[O-])O)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-],True,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCc1ccccc1,OAHFEZJOUHHSLO-GMHMEAMDSA-J
ERYTHRONATE-4P,C(OP(=O)([O-])[O-])[C@H]([C@H](C([O-])=O)O)O,True,O=C([O-])[C@H](O)[C@H](O)COP(=O)([O-])[O-],ZCZXOHUILRHRQJ-PWNYCUMCSA-K
4-PHOSPHONOOXY-THREONINE,C(=O)([O-])[C@@H]([NH3+])[C@H](O)COP([O-])(=O)[O-],True,[NH3+][C@H](C(=O)[O-])[C@H](O)COP(=O)([O-])[O-],FKHAKIJOKDGEII-GBXIJSLDSA-L
CPD-10418,C1(\C(\S(=O)(=O)[O-])=C/C(/O)=C(\C=1)/O),True,O=S(=O)([O-])c1ccc(O)c(O)c1,LTPDITOEDOAWRU-UHFFFAOYSA-M
CPD-10420,C([O-])(=O)CC1(S(=O)(=O)[O-])(\C=C/C(=O)O1),True,O=C([O-])CC1(S(=O)(=O)[O-])C=CC(=O)O1,WEEOYKXHMIPYQX-UHFFFAOYSA-L
CPD-15678,CCCCCC/C=C/C(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCCC/C=C/C(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],XBFQFVLNMJDDNG-DUPKWVSKSA-J
CPD-15677,CCCCCC/C=C/CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCCC/C=C/CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],AFMMIIQKXQNEDN-DUPKWVSKSA-J
CPD3O-4151,C1(\C(/CCO)=C/C=C(\C=1)/O),True,OCCc1ccc(O)cc1,YCCILVSKPBXVIP-UHFFFAOYSA-N
CPD-16177,C\[NH+]=C/CC1(\C=C/C(/O)=C\C=1),True,C/[NH+]=C\Cc1ccc(O)cc1,PWLWDRGPAXZDSB-YFHOEESVSA-O
CPD-16176,C[NH2+]/C=C/C1(\C=C/C(/O)=C\C=1),True,C[NH2+]/C=C/c1ccc(O)cc1,OXBNBSCFZQZOPY-VOTSOKGWSA-O
CPD-16178,C(\N)=C\C1(\C=C/C(/O)=C\C=1),True,N/C=C\c1ccc(O)cc1,UBLXQNDOZQESPG-WAYWQWQTSA-N
CH33ADO,C[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))),True,C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,XGYIMTFOTBMPFP-KQYNXXCUSA-N
L-DI-GMP,C([C@H]3(O[C@@H](N1(\C=N/C2(C(=O)NC(/N)=N/C1=2)))[C@H](O)[C@H](O)3))OP(O[C@H]6([C@@H](O)[C@H](N4(\C=N/C5(C(=O)NC(/N)=N/C4=5)))O[C@H](COP(=O)([O-])[O-])6))(=O)[O-],True,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,ZEHOHLFQOXAZHX-MHARETSRSA-K
P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE,C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C(\C(=O)NC(C([O-])=O)CC(=O)[O-])=C(N)\2)),True,Nc1c(C(=O)NC(CC(=O)[O-])C(=O)[O-])ncn1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,NAQGHJTUZRHGAC-LBGUGVGYSA-J
CPD-19109,C1(\C=C/C2(/NC3(/C=C\C=C/C(/NC(/C=1)=2)=3))),True,c1ccc2c(c1)Nc1ccccc1N2,IVURTNNWJAPOML-UHFFFAOYSA-N
CPD-12988,C([O-])(=O)C1(\C2(\NC3(/C=C\C=C(C(\NC(/C=C\C=1)=2)=3)\C(=O)[O-]))),True,O=C([O-])c1cccc2c1Nc1cccc(C(=O)[O-])c1N2,NIZJSPFBUVJPIU-UHFFFAOYSA-L
CPD-12874,C(=O)([O-])C1(\C2(\NC3(/C=C\C=C/C(/NC(/C=C\C=1)=2)=3))),True,O=C([O-])c1cccc2c1Nc1ccccc1N2,RWCXEOMFBZOODX-UHFFFAOYSA-M
METHYLENETETRAHYDROMETHANOPTERIN,C[C@H]4([C@@H]3([C@@H](C)N(C2(\C=C/C(\C[C@H](O)[C@H](O)[C@H](O)CO[C@@H]1([C@H](O)[C@@H]([C@@H](COP([O-])(=O)O[C@H](C(=O)[O-])CCC(=O)[O-])O1)O))=C\C=2))CN3C5(\C(=O)NC(/N)=N/C(\N4)=5))),True,C[C@@H]1Nc2nc(N)[nH]c(=O)c2N2CN(c3ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]4O[C@H](COP(=O)([O-])O[C@@H](CCC(=O)[O-])C(=O)[O-])[C@@H](O)[C@H]4O)cc3)[C@H](C)[C@@H]12,GBMIGEWJAPFSQI-CAFBYHECSA-K
THF,C(NC1(\C=C/C(/C(=O)N[C@H](C(=O)[O-])CCC([O-])=O)=C\C=1))[C@H]2(CNC3(/N=C(N)\NC(=O)C(/N2)=3)),True,Nc1nc2c(c(=O)[nH]1)N[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2,MSTNYGQPCMXVAQ-RYUDHWBXSA-L
DIHYDRO-THYMINE,CC1(C(NC(=O)NC1)=O),True,CC1CNC(=O)NC1=O,NBAKTGXDIBVZOO-UHFFFAOYSA-N
DI-H-URACIL,C1(NC(CCN1)=O)=O,True,O=C1CCNC(=O)N1,OIVLITBTBDPEFK-UHFFFAOYSA-N
DIMETHYLBENZIMIDAZOLE,CC1(\C(/C)=C/C2(/N\C=N/C(\C=1)=2)),True,Cc1cc2nc[nH]c2cc1C,LJUQGASMPRMWIW-UHFFFAOYSA-N
CPD-18276,CC1(/C=C\C(\CO)=C/C(/O)=1),True,Cc1ccc(CO)cc1O,XGYCFBRLHVWRLV-UHFFFAOYSA-N
CPD-8999,CSCCC(=O)C(=O)COP([O-])(=O)[O-],True,CSCCC(=O)C(=O)COP(=O)([O-])[O-],HKEAOVFNWRDVAJ-UHFFFAOYSA-L
CPD-1063,CSC[C@@H](O)[C@@H](O)C(=O)COP([O-])(=O)[O-],True,CSC[C@@H](O)[C@@H](O)C(=O)COP(=O)([O-])[O-],CNSJRYUMVMWNMC-RITPCOANSA-L
5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE,C(OP([O-])(=O)[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=[NH+]/C=C(N)\2)),True,Nc1c[nH+]cn1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,PDACUKOKVHBVHJ-XVFCMESISA-M
AICAR,C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C(\C(=O)N)=C(N)\2)),True,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1N,NOTGFIUVDGNKRI-UUOKFMHZSA-L
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE,C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C(\C(=O)[O-])=C(N)\2)),True,Nc1c(C(=O)[O-])ncn1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,XFVULMDJZXYMSG-ZIYNGMLESA-K
CPD-3762,C1(\N=C(C(\N=1)C(N)=O)\N),True,NC(=O)C1N=CN=C1N,PYNDTGFTPOZGRW-UHFFFAOYSA-N
CPD-1086,C(NC1(NC(NC(=O)C(N)=1)=O))[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-],True,Nc1c(NC[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])[nH]c(=O)[nH]c1=O,RQRINYISXYAZKL-RPDRRWSUSA-L
CPD-602,C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)NC2(NC(=O)NC(=O)C(N)=2)),True,Nc1c(N[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)[nH]c(=O)[nH]c1=O,LZEXYCAGPMYXLX-UMMCILCDSA-L
AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE,C(NC1(NC(NC(=O)C(N)=1)=O))[C@H](O)[C@H](O)[C@H](O)CO,True,Nc1c(NC[C@H](O)[C@H](O)[C@H](O)CO)[nH]c(=O)[nH]c1=O,XKQZIXVJVUPORE-RPDRRWSUSA-N
5-AMINO-LEVULINATE,C(C(C[NH3+])=O)CC([O-])=O,True,[NH3+]CC(=O)CCC(=O)[O-],ZGXJTSGNIOSYLO-UHFFFAOYSA-N
CPD-12763,C([NH3+])CCCC=O,True,[NH3+]CCCCC=O,SZBGXBOFCGNPEU-UHFFFAOYSA-O
5-AMINOPENTANAMIDE,C(=O)(CCCC[NH3+])N,True,NC(=O)CCCC[NH3+],OTIAVLWNTIXJDO-UHFFFAOYSA-O
5-AMINOPENTANOATE,C(CC[NH3+])CC(=O)[O-],True,[NH3+]CCCCC(=O)[O-],JJMDCOVWQOJGCB-UHFFFAOYSA-N
CPD-21420,CC(C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C(=O)CCC(=O)[O-],True,CC(C(=O)CCC(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],UWOOJOPCLUWMNB-UPARZHAISA-I
CPD-784,C([O-])(=O)CC(/C([O-])=O)=C\C=C(C([O-])=O)/O,True,O=C([O-])C/C(=C\C=C(/O)C(=O)[O-])C(=O)[O-],HJIBROWPWNLWHX-IKENXXAYSA-K
CPD-19731,C(=O)([O-])CC(=O)CC(Cl)C(=O)[O-],True,O=C([O-])CC(=O)CC(Cl)C(=O)[O-],AGYBQSPDIOHNKV-UHFFFAOYSA-L
CPD-10633,C1(\C(\OC(=O)\C=1)=C(C(=O)[O-])/Cl),True,O=C1C=C/C(=C(\Cl)C(=O)[O-])O1,AFKYGJZZMYXBLV-HWKANZROSA-M
CPD-10634,C(=O)([O-])\C=C/C(=O)C(Cl)C(=O)[O-],True,O=C([O-])/C=C\C(=O)C(Cl)C(=O)[O-],SCSZJXOTAAUHEL-UPHRSURJSA-L
CPD-15687,CCCCCC/C=C/C=C\CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],True,CCCCCC/C=C/C=C\CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],NJXBFCFHVUIEMZ-QTJPLKLFSA-J
